number,city,lat,lng,country,countryCode
544,Sergiyev Posad,56.33,38.17,Russia,RU
545,Leninsk-Kuznetskiy,54.66,86.17,Russia,RU
546,KaposvÃ¡r,46.367,17.8,Hungary,HU
547,Kyzyl,51.7067,94.3831,Russia,RU
548,Oktyabrâ€™skiy,54.46,53.46,Russia,RU
549,Barletta,41.32,16.27,Italy,IT
550,Trento,46.0804,11.12,Italy,IT
551,RÃ¢mnicu VÃ¢lcea,45.11,24.383,Romania,RO
552,Koszalin,54.2,16.1833,Poland,PL
553,Obninsk,55.0804,36.62,Russia,RU
554,VÃ¤sterÃ¥s,59.63,16.54,Sweden,SE
555,Chapayevsk,52.9743,49.7243,Russia,RU
556,Pardubice,50.0404,15.76,Czechia,CZ
557,Elista,46.3287,44.2087,Russia,RU
558,Kandalaksha,67.1643,32.4144,Russia,RU
559,Coimbra,40.2004,-8.4167,Portugal,PT
560,Drobeta-Turnu Severin,44.6459,22.6659,Romania,RO
561,Novotroitsk,51.2,58.33,Russia,RU
562,Derbent,42.0578,48.2774,Russia,RU
563,Suceava,47.6377,26.2593,Romania,RO
564,Annecy,45.9,6.1167,France,FR
565,Lugano,46.0004,8.9667,Switzerland,CH
566,FocÅŸani,45.6966,27.1865,Romania,RO
567,Cottbus,51.7704,14.33,Germany,DE
568,Prijedor,44.9804,16.7,Bosnia And Herzegovina,BA
569,Jena,50.9304,11.58,Germany,DE
570,Gera,50.8704,12.07,Germany,DE
571,Brindisi,40.6403,17.93,Italy,IT
572,KiselÃ«vsk,54,86.64,Russia,RU
573,Konotop,51.2424,33.209,Ukraine,UA
574,Velikiye Luki,56.32,30.52,Russia,RU
575,Piatra NeamÅ£,46.94,26.383,Romania,RO
576,GrudziÄ…dz,53.4804,18.75,Poland,PL
577,Ukhta,63.56,53.69,Russia,RU
578,Liberec,50.8,15.08,Czechia,CZ
579,Kansk,56.19,95.71,Russia,RU
580,Sarapul,56.4791,53.7987,Russia,RU
581,Maladzyechna,54.3188,26.8653,Belarus,BY
582,Olomouc,49.63,17.25,Czechia,CZ
583,Tartu,58.3839,26.7099,Estonia,EE
584,Novara,45.45,8.62,Italy,IT
585,Solikamsk,59.67,56.75,Russia,RU
586,Glazov,58.1232,52.6288,Russia,RU
587,Ancona,43.6004,13.4999,Italy,IT
588,Ustâ€™-Ilimsk,57.99,102.6333,Russia,RU
589,Lida,53.8885,25.2846,Belarus,BY
590,Subotica,46.07,19.68,Serbia,RS
591,ÄŒeskÃ© BudÄ›jovice,48.98,14.46,Czechia,CZ
592,Lahti,60.9939,25.6649,Finland,FI
593,Ã–rebro,59.2803,15.22,Sweden,SE
594,JyvÃ¤skylÃ¤,62.2603,25.75,Finland,FI
595,Slavonski Brod,45.1603,18.0156,Croatia,HR
596,TÃ¢rgu Jiu,45.045,23.274,Romania,RO
597,Shostka,51.8734,33.4797,Ukraine,UA
598,LinkÃ¶ping,58.41,15.6299,Sweden,SE
599,Schwerin,53.6333,11.4167,Germany,DE
600,Sliven,42.6794,26.33,Bulgaria,BG
601,Kuznetsk,53.1204,46.6,Russia,RU
602,Magadan,59.575,150.81,Russia,RU
603,Catanzaro,38.9004,16.6,Italy,IT
604,Hradec KrÃ¡lovÃ©,50.206,15.812,Czechia,CZ
605,Osijek,45.5504,18.68,Croatia,HR
606,Dobrich,43.5851,27.84,Bulgaria,BG
607,PreÅ¡ov,48.9997,21.2394,Slovakia,SK
608,ÃšstÃ­ nad Labem,50.663,14.081,Czechia,CZ
609,Michurinsk,52.9,40.5,Russia,RU
610,Bath,51.3837,-2.35,United Kingdom,GB
611,Tulcea,45.1993,28.7967,Romania,RO
612,Santiago de Compostela,42.8829,-8.5411,Spain,ES
613,Calais,50.9504,1.8333,France,FR
614,Kuopio,62.8943,27.6949,Finland,FI
615,Helsingborg,56.0505,12.7,Sweden,SE
616,Drammen,59.7572,10.1907,Norway,NO
617,Klagenfurt,46.6203,14.31,Austria,AT
618,Limerick,52.6647,-8.6231,Ireland,IE
619,JÃ¶nkÃ¶ping,57.7713,14.165,Sweden,SE
620,VlorÃ«,40.4774,19.4982,Albania,AL
621,Chester,53.2,-2.92,United Kingdom,GB
622,Brovary,50.4943,30.7809,Ukraine,UA
623,TÃ¢rgoviÅŸte,44.938,25.459,Romania,RO
624,Umanâ€™,48.7543,30.2109,Ukraine,UA
625,Å½ilina,49.2198,18.7494,Slovakia,SK
626,Shumen,43.27,26.9294,Bulgaria,BG
627,IoÃ¡nnina,39.6679,20.8509,Greece,GR
628,Poitiers,46.5833,0.3333,France,FR
629,Versailles,48.8005,2.1333,France,FR
630,LiepÄja,56.51,21.01,Latvia,LV
631,Lorient,47.7504,-3.3666,France,FR
632,Derry,55.0004,-7.3333,United Kingdom,GB
633,ReÅŸiÅ£a,45.297,21.8865,Romania,RO
634,Pernik,42.61,23.0227,Bulgaria,BG
635,BanskÃ¡ Bystrica,48.7333,19.15,Slovakia,SK
636,Fier,40.73,19.573,Albania,AL
637,Kaspiysk,42.8747,47.6244,Russia,RU
638,BistriÅ£a,47.138,24.513,Romania,RO
639,Haskovo,41.9438,25.5633,Bulgaria,BG
640,InowrocÅ‚aw,52.7799,18.25,Poland,PL
641,Slatina,44.435,24.371,Romania,RO
642,ChaniÃ¡,35.5122,24.0156,Greece,GR
643,Biel/Bienne,47.1666,7.25,Switzerland,CH
644,Ciudad de Ceuta,35.889,-5.307,Spain,ES
645,UmeÃ¥,63.83,20.24,Sweden,SE
646,La Rochelle,46.1667,-1.15,France,FR
647,Pori,61.4789,21.7749,Finland,FI
648,Birobidzhan,48.7974,132.9508,Russia,RU
649,Buynaksk,42.8335,47.113,Russia,RU
650,Galway,53.2724,-9.0488,Ireland,IE
651,Greenock,55.9333,-4.75,United Kingdom,GB
652,Toledo,39.867,-4.0167,Spain,ES
653,Karlstad,59.3671,13.4999,Sweden,SE
654,Skien,59.2,9.6,Norway,NO
655,Roanne,46.0333,4.0667,France,FR
656,CÄƒlÄƒraÅŸi,44.2063,27.3259,Romania,RO
657,Georgiyevsk,44.1599,43.4699,Russia,RU
658,Carlisle,54.88,-2.93,United Kingdom,GB
659,Esbjerg,55.467,8.45,Denmark,DK
660,Vratsa,43.21,23.5625,Bulgaria,BG
661,Zadar,44.1201,15.2623,Croatia,HR
662,Sankt Gallen,47.423,9.362,Switzerland,CH
663,Scarborough,54.2804,-0.43,United Kingdom,GB
664,TatabÃ¡nya,47.55,18.433,Hungary,HU
665,Trnava,48.3666,17.6,Slovakia,SK
666,Vaslui,46.6333,27.7333,Romania,RO
667,Giurgiu,43.93,25.84,Romania,RO
668,Potenza,40.642,15.799,Italy,IT
669,Ayr,55.4504,-4.6167,United Kingdom,GB
670,GÃ¤vle,60.667,17.1666,Sweden,SE
671,Lâ€™Aquila,42.3504,13.39,Italy,IT
672,Khanty-Mansiysk,61.0015,69.0015,Russia,RU
673,Jelgava,56.6527,23.7128,Latvia,LV
674,Alba Iulia,46.077,23.58,Romania,RO
675,BÃ©kÃ©scsaba,46.672,21.101,Hungary,HU
676,Arras,50.2833,2.7833,France,FR
677,Zrenjanin,45.3786,20.3995,Serbia,RS
678,Kristiansand,58.1666,8,Norway,NO
679,Cahul,45.9079,28.1944,Moldova,MD
680,ZalÄƒu,47.175,23.063,Romania,RO
681,Assen,53,6.55,Netherlands,NL
682,VeszprÃ©m,47.091,17.911,Hungary,HU
683,Zalaegerszeg,46.844,16.84,Hungary,HU
684,Troyes,48.3404,4.0834,France,FR
685,Ponta Delgada,37.7483,-25.6666,Portugal,PT
686,PortimÃ£o,37.1337,-8.5333,Portugal,PT
687,Cherbourg,49.6504,-1.65,France,FR
688,SfÃ¢ntu-Gheorghe,45.868,25.793,Romania,RO
689,Gorno-Altaysk,51.9613,85.9577,Russia,RU
690,VÃ¤xjÃ¶,56.8837,14.8167,Sweden,SE
691,Lappeenranta,61.0671,28.1833,Finland,FI
692,KorÃ§Ã«,40.6167,20.7667,Albania,AL
693,Agen,44.2004,0.6333,France,FR
694,Vaasa,63.1,21.6,Finland,FI
695,RÃ³dos,36.4412,28.2225,Greece,GR
696,Eger,47.895,20.383,Hungary,HU
697,EÅ‚k,53.8337,22.35,Poland,PL
698,Halmstad,56.6718,12.8556,Sweden,SE
699,Ã‰vora,38.56,-7.906,Portugal,PT
700,Karlovac,45.4872,15.5478,Croatia,HR
701,Tarbes,43.2333,0.0833,France,FR
702,Ajaccio,41.9271,8.7283,France,FR
703,Aveiro,40.641,-8.651,Portugal,PT
704,Chornomorsâ€™k,46.3,30.6666,Ukraine,UA
705,Jihlava,49.4004,15.5833,Czechia,CZ
706,Joensuu,62.6,29.7666,Finland,FI
707,Saint-Brieuc,48.5167,-2.7833,France,FR
708,Veliko Tarnovo,43.0862,25.6555,Bulgaria,BG
709,Arrecife,28.969,-13.5378,Spain,ES
710,Slobozia,44.57,27.382,Romania,RO
711,TromsÃ¸,69.6351,18.992,Norway,NO
712,MÃ©rida,38.912,-6.338,Spain,ES
713,Vejle,55.709,9.535,Denmark,DK
714,Kyustendil,42.2843,22.6911,Bulgaria,BG
715,Campobasso,41.563,14.656,Italy,IT
716,Kanash,55.5091,47.4687,Russia,RU
717,Morshansk,53.4547,41.8044,Russia,RU
718,Alexandria,43.9016,25.2867,Romania,RO
719,Waterford,52.2583,-7.1119,Ireland,IE
720,LuleÃ¥,65.5966,22.1584,Sweden,SE
721,Mtsensk,53.2647,36.5472,Russia,RU
722,Montana,43.414,23.237,Bulgaria,BG
723,HÃ¤meenlinna,60.997,24.472,Finland,FI
724,LamÃ­a,38.899,22.434,Greece,GR
725,Berat,40.71,19.972,Albania,AL
726,Kokkola,63.8333,23.1167,Finland,FI
727,Mikkeli,61.69,27.285,Finland,FI
728,Middelburg,51.502,3.61,Netherlands,NL
729,Ã–stersund,63.1833,14.65,Sweden,SE
730,Nevers,46.9837,3.1667,France,FR
731,KomotinÃ­,41.1333,25.4167,Greece,GR
732,Inverness,57.4671,-4.2333,United Kingdom,GB
733,Leiria,39.739,-8.805,Portugal,PT
734,TrollhÃ¤ttan,58.2671,12.3,Sweden,SE
735,PÃ¤rnu,58.3747,24.5136,Estonia,EE
736,Vichy,46.1171,3.4167,France,FR
737,Ventspils,57.3899,21.5606,Latvia,LV
738,Dieppe,49.9337,1.0833,France,FR
739,Lovech,43.138,24.719,Bulgaria,BG
740,Miercurea-Ciuc,46.361,25.524,Romania,RO
741,Faro,37.0171,-7.9333,Portugal,PT
742,Bastia,42.7032,9.45,France,FR
743,Perth,56.4003,-3.47,United Kingdom,GB
744,SalgÃ³tarjÃ¡n,48.105,19.826,Hungary,HU
745,DÃºn Dealgan,54.0004,-6.4167,Ireland,IE
746,KÃ©rkyra,39.6154,19.9147,Greece,GR
747,RÄ“zekne,56.5,27.3166,Latvia,LV
748,Chur,46.85,9.5,Switzerland,CH
749,Razgrad,43.534,26.536,Bulgaria,BG
750,Salekhard,66.535,66.61,Russia,RU
751,Å ibenik,43.7272,15.9058,Croatia,HR
752,Dubrovnik,42.6609,18.0914,Croatia,HR
753,Drogheda,53.7193,-6.3478,Ireland,IE
754,Falun,60.613,15.647,Sweden,SE
755,Dover,51.1337,1.3,United Kingdom,GB
756,Beja,38.014,-7.863,Portugal,PT
757,Shumerlya,55.4848,46.4244,Russia,RU
758,Karlskrona,56.203,15.296,Sweden,SE
759,Kalmar,56.667,16.3666,Sweden,SE
760,Viborg,56.4333,9.4,Denmark,DK
761,Rovaniemi,66.5,25.7159,Finland,FI
762,BraganÃ§a,41.808,-6.755,Portugal,PT
763,SzekszÃ¡rd,46.344,18.713,Hungary,HU
764,BodÃ¸,67.2468,14.399,Norway,NO
765,Aosta,45.737,7.315,Italy,IT
766,Castelo Branco,39.811,-7.488,Portugal,PT
767,Kotovsk,52.5947,41.5044,Russia,RU
768,Fribourg,46.8,7.15,Switzerland,CH
769,Guarda,40.541,-7.262,Portugal,PT
770,NeuchÃ¢tel,46.999,6.923,Switzerland,CH
771,Kouvola,60.876,26.709,Finland,FI
772,Dumfries,55.0671,-3.55,United Kingdom,GB
773,Arendal,58.4648,8.766,Norway,NO
774,Hamar,60.82,11.069,Norway,NO
775,SantarÃ©m,39.231,-8.682,Portugal,PT
776,MytilÃ­ni,39.1104,26.5546,Greece,GR
777,TrÃ­poli,37.5091,22.3794,Greece,GR
778,HillerÃ¸d,55.9333,12.3167,Denmark,DK
779,NykÃ¶ping,58.764,17.015,Sweden,SE
780,Bregenz,47.5167,9.7667,Austria,AT
781,Tralee,52.2667,-9.7167,Ireland,IE
782,Viseu,40.657,-7.91,Portugal,PT
783,CovilhÃ£,40.2833,-7.5,Portugal,PT
784,GjirokastÃ«r,40.079,20.149,Albania,AL
785,Zug,47.179,8.487,Switzerland,CH
786,Visby,57.6337,18.3,Sweden,SE
787,Narâ€™yan-Mar,67.6474,53.0574,Russia,RU
788,Kilkenny,52.6545,-7.2523,Ireland,IE
789,Omagh,54.6,-7.3,United Kingdom,GB
790,Penzance,50.1337,-5.55,United Kingdom,GB
791,Viljandi,58.3639,25.59,Estonia,EE
792,Sligo,54.2671,-8.4833,Ireland,IE
793,Lillehammer,61.1333,10.5,Norway,NO
794,LezhÃ«,41.788,19.654,Albania,AL
795,Molde,62.7483,7.1833,Norway,NO
796,Kirsanov,52.6574,42.7174,Russia,RU
797,KukÃ«s,42.083,20.434,Albania,AL
798,HÃ¤rnÃ¶sand,62.634,17.934,Sweden,SE
799,Vila Real,41.294,-7.737,Portugal,PT
800,Portalegre,39.29,-7.423,Portugal,PT
801,Viana do Castelo,41.6962,-8.8441,Portugal,PT
802,Solothurn,47.212,7.537,Switzerland,CH
803,Peshkopi,41.6833,20.4333,Albania,AL
804,Schwyz,47.02,8.648,Switzerland,CH
805,Eisenstadt,47.8333,16.5333,Austria,AT
806,Liestal,47.483,7.737,Switzerland,CH
807,ErmoÃºpoli,37.4504,24.9333,Greece,GR
808,Haapsalu,58.9431,23.5414,Estonia,EE
809,Steinkjer,64.0171,11.5,Norway,NO
810,Anadyrâ€™,64.737,177.475,Russia,RU
811,Fort William,56.8165,-5.1121,United Kingdom,GB
812,Sarnen,46.899,8.243,Switzerland,CH
813,Altdorf,46.879,8.638,Switzerland,CH
814,Kirkwall,58.967,-2.95,United Kingdom,GB
815,Stans,46.95,8.3833,Switzerland,CH
816,SorÃ¸,55.433,11.5667,Denmark,DK
817,Lerwick,60.15,-1.15,United Kingdom,GB
818,Diekirch,49.8833,6.1667,Luxembourg,LU
819,Monaghan,54.25,-6.9667,Ireland,IE
820,Glarus,47.05,9.0667,Switzerland,CH
821,Appenzell,47.3333,9.4167,Switzerland,CH
822,VadsÃ¸,70.0966,29.7657,Norway,NO
823,Ros ComÃ¡in,53.6333,-8.1833,Ireland,IE
824,Grevenmacher,49.7,6.3333,Luxembourg,LU
825,Hackney,51.55,-0.05,United Kingdom,GB
826,Camden Town,51.5457,-0.1403,United Kingdom,GB
827,Islington,51.5333,-0.1,United Kingdom,GB
828,Kensington,51.5047,-0.1998,United Kingdom,GB
829,Hammersmith,51.5,-0.2333,United Kingdom,GB
830,East Ham,51.5333,0.05,United Kingdom,GB
831,Camberwell,51.4736,-0.0916,United Kingdom,GB
832,Walthamstow,51.6,-0.0333,United Kingdom,GB
833,City of Westminster,51.5,-0.1167,United Kingdom,GB
834,Lambeth,51.5,-0.1167,United Kingdom,GB
835,Catford,51.45,-0.0167,United Kingdom,GB
836,Hove,50.8333,-0.1833,United Kingdom,GB
837,Northampton,52.25,-0.8833,United Kingdom,GB
838,Sliema,35.9125,14.5019,Malta,MT
839,Ealing,51.4888,-0.3048,United Kingdom,GB
840,Poplar,51.5,-0.0167,United Kingdom,GB
841,Ilford,51.5597,0.0708,United Kingdom,GB
842,Wandsworth,51.45,-0.2,United Kingdom,GB
843,Fgura,35.8703,14.5133,Malta,MT
844,Birkirkara,35.8972,14.4611,Malta,MT
845,Wood Green,51.6,-0.1167,United Kingdom,GB
846,Ä¦amrun,35.8847,14.4844,Malta,MT
847,Enfield,51.6667,-0.0667,United Kingdom,GB
848,Darlington,54.5333,-1.5667,United Kingdom,GB
849,Senglea,35.8875,14.5169,Malta,MT
850,South Shields,54.9878,-1.4214,United Kingdom,GB
851,Rochester,51.3833,0.5167,United Kingdom,GB
852,Maidstone,51.2667,0.5167,United Kingdom,GB
853,Tarxien,35.8658,14.515,Malta,MT
854,Piran,45.5278,13.5706,Slovenia,SI
855,Morden,51.3982,-0.1984,United Kingdom,GB
856,Barnsley,53.55,-1.4833,United Kingdom,GB
857,Floriana,35.8958,14.5083,Malta,MT
858,Grays,51.4833,0.3333,United Kingdom,GB
859,Imsida,35.8925,14.4828,Malta,MT
860,Wembley,51.55,-0.2833,United Kingdom,GB
861,Weston-super-Mare,51.3458,-2.9678,United Kingdom,GB
862,Santa Venera,35.8908,14.4742,Malta,MT
863,Ashton-under-Lyne,53.5,-2.1,United Kingdom,GB
864,PietÃ ,35.8947,14.495,Malta,MT
865,Taâ€™ Xbiex,35.8992,14.4944,Malta,MT
866,Newport,50.7,-1.3,United Kingdom,GB
867,Croydon,51.3833,-0.1,United Kingdom,GB
868,Barri,51.4067,-3.2694,United Kingdom,GB
869,Stretford,53.45,-2.3167,United Kingdom,GB
870,Kingston upon Thames,51.4167,-0.2833,United Kingdom,GB
871,Hendon,51.6,-0.2167,United Kingdom,GB
872,Sutton,51.35,-0.2,United Kingdom,GB
873,Doncaster,53.5333,-1.1167,United Kingdom,GB
874,Romford,51.5833,0.2,United Kingdom,GB
875,GÅ¼ira,35.9058,14.4881,Malta,MT
876,South Bank,54.5667,-1.15,United Kingdom,GB
877,Worcester,52.2,-2.2,United Kingdom,GB
878,Stockport,53.4,-2.15,United Kingdom,GB
879,Paisley,55.8333,-4.4333,United Kingdom,GB
880,Uppsala,59.85,17.6333,Sweden,SE
881,Uxbridge,51.55,-0.4833,United Kingdom,GB
882,Shrewsbury,52.7167,-2.7333,United Kingdom,GB
883,Lincoln,53.2333,-0.5333,United Kingdom,GB
884,Wallasey,53.4333,-3.0667,United Kingdom,GB
885,Oldham,53.55,-2.1167,United Kingdom,GB
886,Twickenham,51.4333,-0.3167,United Kingdom,GB
887,Preston,53.7667,-2.7167,United Kingdom,GB
888,Harrow,51.5833,-0.3167,United Kingdom,GB
889,Rotherham,53.4333,-1.35,United Kingdom,GB
890,Dorchester,50.7167,-2.4333,United Kingdom,GB
891,San Ä wann,35.9056,14.4761,Malta,MT
892,Newport,51.5833,-2.9833,United Kingdom,GB
893,Port Talbot,51.6,-3.7833,United Kingdom,GB
894,Derby,52.9333,-1.5,United Kingdom,GB
895,Hounslow,51.4667,-0.35,United Kingdom,GB
896,Pont-y-pÅµl,51.7011,-3.0444,United Kingdom,GB
897,Forfar,56.65,-2.8833,United Kingdom,GB
898,San Ä iljan,35.9197,14.4844,Malta,MT
899,Widnes,53.35,-2.7333,United Kingdom,GB
900,Taunton,51.0211,-3.1047,United Kingdom,GB
901,Dunleary,53.2925,-6.1286,Ireland,IE
902,Dudley,52.5,-2.0833,United Kingdom,GB
903,Wigan,53.5333,-2.6167,United Kingdom,GB
904,Hereford,52.05,-2.7167,United Kingdom,GB
905,Glenrothes,56.2,-3.1833,United Kingdom,GB
906,Rochdale,53.6167,-2.15,United Kingdom,GB
907,Vittoriosa,35.8922,14.5183,Malta,MT
908,Aylesbury,51.8167,-0.8,United Kingdom,GB
909,Balzan,35.9003,14.455,Malta,MT
910,Wokingham,51.4167,-0.8333,United Kingdom,GB
911,Truro,50.2617,-5.0433,United Kingdom,GB
912,Simferopolâ€™,44.9572,34.1108,Ukraine,UA
913,Thornbury,51.6089,-2.5203,United Kingdom,GB
914,Bracknell,51.4167,-0.75,United Kingdom,GB
915,Trowbridge,51.3189,-2.2086,United Kingdom,GB
916,Morpeth,55.1667,-1.6833,United Kingdom,GB
917,Milton Keynes,52.0333,-0.7,United Kingdom,GB
918,Caerfyrddin,51.8592,-4.3117,United Kingdom,GB
919,Gloucester,51.8333,-2.25,United Kingdom,GB
920,Newbury,51.4,-1.3167,United Kingdom,GB
921,Qormi,35.8783,14.4719,Malta,MT
922,Dalkeith,55.8667,-3.0667,United Kingdom,GB
923,Bangor,54.6617,-5.6654,United Kingdom,GB
924,Scunthorpe,53.5833,-0.65,United Kingdom,GB
925,Chelmsford,51.7333,0.4833,United Kingdom,GB
926,Motherwell,55.7833,-4,United Kingdom,GB
927,Mosta,35.9092,14.4256,Malta,MT
928,Hartlepool,54.6861,-1.2125,United Kingdom,GB
929,Warrington,53.3833,-2.6,United Kingdom,GB
930,Merthyr Tudful,51.75,-3.3833,United Kingdom,GB
931,Salford,53.4833,-2.2667,United Kingdom,GB
932,Hertford,51.8,-0.0667,United Kingdom,GB
933,Koper,45.5469,13.7294,Slovenia,SI
934,Å»abbar,35.8761,14.535,Malta,MT
935,Caernarfon,53.15,-4.2667,United Kingdom,GB
936,Walsall,52.6,-2,United Kingdom,GB
937,Tallaght,53.2878,-6.3411,Ireland,IE
938,Swieqi,35.9225,14.48,Malta,MT
939,Ballymena,54.8612,-6.2763,United Kingdom,GB
940,Å kofja Loka,46.1672,14.3089,Slovenia,SI
941,Hwlffordd,51.8017,-4.9708,United Kingdom,GB
942,Wrecsam,53.05,-3,United Kingdom,GB
943,Magherafelt,54.7543,-6.6094,United Kingdom,GB
944,DomÅ¾ale,46.1381,14.5978,Slovenia,SI
945,Belfast,54.5968,-5.9254,United Kingdom,GB
946,Kraljevo,43.7259,20.6896,Serbia,RS
947,Lisburn,54.5099,-6.0404,United Kingdom,GB
948,Pen-y-Bont ar Ogwr,51.5058,-3.5772,United Kingdom,GB
949,Wicklow,52.975,-6.0494,Ireland,IE
950,Kalkara,35.8892,14.5328,Malta,MT
951,Cospicua,35.8856,14.5275,Malta,MT
952,Newry,54.178,-6.3381,United Kingdom,GB
953,Strabane,54.8224,-7.4684,United Kingdom,GB
954,Dagenham,51.55,0.1667,United Kingdom,GB
955,Ravne na KoroÅ¡kem,46.5431,14.9692,Slovenia,SI
956,Northallerton,54.3333,-1.4333,United Kingdom,GB
957,Clonmel,52.355,-7.7039,Ireland,IE
958,Leskovac,42.9976,21.9445,Serbia,RS
959,Wexford,52.3342,-6.4575,Ireland,IE
960,Bromley,51.4,0.05,United Kingdom,GB
961,Marsaskala,35.8669,14.5619,Malta,MT
962,Downpatrick,54.3269,-5.7113,United Kingdom,GB
963,UÅ¾ice,43.8582,19.8441,Serbia,RS
964,Dumbarton,55.95,-4.5667,United Kingdom,GB
965,Antrim,54.7129,-6.2085,United Kingdom,GB
966,Esch-sur-Alzette,49.4958,5.9806,Luxembourg,LU
967,Lija,35.9006,14.4464,Malta,MT
968,Victoria,36.0444,14.2397,Malta,MT
969,Wakefield,53.7,-1.4833,United Kingdom,GB
970,Izola,45.5369,13.6619,Slovenia,SI
971,Huddersfield,53.65,-1.7833,United Kingdom,GB
972,Å»ejtun,35.8558,14.5331,Malta,MT
973,Velenje,46.3592,15.1103,Slovenia,SI
974,Stafford,52.8,-2.1,United Kingdom,GB
975,Ennis,52.8436,-8.9864,Ireland,IE
976,Poole,50.7167,-2,United Kingdom,GB
977,Jagodina,43.9791,21.2583,Serbia,RS
978,Bexleyheath,51.45,0.15,United Kingdom,GB
979,Gateshead,54.945,-1.6175,United Kingdom,GB
980,Halifax,53.7167,-1.85,United Kingdom,GB
981,Naas,53.2158,-6.6669,Ireland,IE
982,Fontana,36.0375,14.2361,Malta,MT
983,Paola,35.8731,14.4989,Malta,MT
984,Banbridge,54.3509,-6.267,United Kingdom,GB
985,XgÄ§ajra,35.8856,14.5475,Malta,MT
986,ToruÅ„,53.0358,18.6048,Poland,PL
987,Newtownabbey,54.6691,-5.9044,United Kingdom,GB
988,Iklin,35.9092,14.4522,Malta,MT
989,Alloa,56.1167,-3.8,United Kingdom,GB
990,Slovenske Konjice,46.3367,15.4258,Slovenia,SI
991,Vranje,42.556,21.9002,Serbia,RS
992,Solothurn,47.2066,7.5166,Switzerland,CH
993,Chichester,50.8333,-0.7833,United Kingdom,GB
994,Stirling,56.1167,-3.95,United Kingdom,GB
995,MeÅ¾ica,46.5214,14.8544,Slovenia,SI
996,Usk,51.7025,-2.9042,United Kingdom,GB
997,Aarau,47.3896,8.0524,Switzerland,CH
998,Blackburn,53.75,-2.4833,United Kingdom,GB
999,Valjevo,44.272,19.8874,Serbia,RS
1000,Wallsend,54.9914,-1.5597,United Kingdom,GB
1001,Elgin,57.65,-3.3333,United Kingdom,GB
1002,Mold,53.1667,-3.1333,United Kingdom,GB
1003,Swords,53.4597,-6.2181,Ireland,IE
1004,Celje,46.2361,15.2675,Slovenia,SI
1005,Cookstown,54.6428,-6.7452,United Kingdom,GB
1006,Kirkop,35.8422,14.4853,Malta,MT
1007,Trim,53.555,-6.7917,Ireland,IE
1008,Hugh Town,49.9146,-6.3143,United Kingdom,GB
1009,Pembroke,35.9306,14.4764,Malta,MT
1010,GorzÃ³w Wielkopolski,52.7368,15.2288,Poland,PL
1011,Å abac,44.7538,19.6876,Serbia,RS
1012,Bolton,53.5833,-2.4333,United Kingdom,GB
1013,Kamnik,46.2197,14.6094,Slovenia,SI
1014,Radlje ob Dravi,46.6142,15.2264,Slovenia,SI
1015,Carrick on Shannon,53.9469,-8.09,Ireland,IE
1016,Attard,35.8897,14.4425,Malta,MT
1017,Solihull,52.4167,-1.7833,United Kingdom,GB
1018,Newtown Saint Boswells,55.5833,-2.6833,United Kingdom,GB
1019,Clydach Vale,51.6267,-3.4761,United Kingdom,GB
1020,Rapla,59.0072,24.7928,Estonia,EE
1021,Marsa,35.8792,14.4953,Malta,MT
1022,Armagh,54.3481,-6.6496,United Kingdom,GB
1023,Tullamore,53.2739,-7.4889,Ireland,IE
1024,Valmiera,57.5387,25.4257,Latvia,LV
1025,Kranj,46.2411,14.3617,Slovenia,SI
1026,Dungannon,54.5033,-6.7643,United Kingdom,GB
1027,Coleraine,55.1349,-6.6687,United Kingdom,GB
1028,Conwy,53.2833,-3.8333,United Kingdom,GB
1029,Grosuplje,45.9556,14.6589,Slovenia,SI
1030,Craigavon,54.4497,-6.3646,United Kingdom,GB
1031,GÄ§argÄ§ur,35.9242,14.4519,Malta,MT
1032,Rakvere,59.3464,26.3558,Estonia,EE
1033,Alytus,54.3964,24.0414,Lithuania,LT
1034,Å»ebbuÄ¡,35.8719,14.4411,Malta,MT
1035,Zagorje ob Savi,46.1342,15.0014,Slovenia,SI
1036,Carlow,52.8408,-6.9261,Ireland,IE
1037,Slovenj Gradec,46.5103,15.0806,Slovenia,SI
1038,Gudja,35.8492,14.5031,Malta,MT
1039,Dravograd,46.5881,15.0192,Slovenia,SI
1040,Escaldes-Engordany,42.5085,1.5385,Andorra,AD
1041,JÃµgeva,58.7467,26.3939,Estonia,EE
1042,Gornji Milanovac,44.0245,20.4586,Serbia,RS
1043,Å½alec,46.2536,15.1675,Slovenia,SI
1044,Rhuthun,53.1167,-3.3,United Kingdom,GB
1045,Litija,46.0586,14.8225,Slovenia,SI
1046,Bajina BaÅ¡ta,43.9709,19.5655,Serbia,RS
1047,Imqabba,35.8461,14.4672,Malta,MT
1048,Wolverhampton,52.5833,-2.1333,United Kingdom,GB
1049,Saint Paulâ€™s Bay,35.9483,14.4006,Malta,MT
1050,Mullingar,53.5333,-7.35,Ireland,IE
1051,KrÅ¡ko,45.9531,15.4894,Slovenia,SI
1052,Jesenice,46.4306,14.0669,Slovenia,SI
1053,Radovljica,46.3444,14.1744,Slovenia,SI
1054,Marsaxlokk,35.8419,14.5431,Malta,MT
1055,Prevalje,46.5469,14.9208,Slovenia,SI
1056,Kuressaare,58.2481,22.5039,Estonia,EE
1057,KozÃ¡ni,40.3007,21.789,Greece,GR
1058,GÄ§axaq,35.8489,14.5167,Malta,MT
